Customer_Age,Dependent_count,Months_on_book,Total_Relationship_Count,Months_Inactive_12_mon,Contacts_Count_12_mon,Total_Revolving_Bal,Total_Amt_Chng_Q4_Q1,Total_Trans_Amt,Total_Trans_Ct,Total_Ct_Chng_Q4_Q1,LOG_Credit_Limit,LOG_Avg_Open_To_Buy,LOG_Avg_Utilization_Ratio,Gender_F,Gender_M,Marital_Status_Divorced,Marital_Status_Married,Marital_Status_Single,Marital_Status_Unknown,Card_Category_Blue,Card_Category_Gold,Card_Category_Platinum,Card_Category_Silver,Education_Group_High Education,Education_Group_Low Education,Education_Group_Medium Education,Education_Group_Unknown,Income_Group_High Income,Income_Group_Low Income,Income_Group_Middle Income,Income_Group_Unknown
48,2,32,1,2,4,2268,0.841,2228,37,0.85,9.702777967428895,9.553575403548212,0.1301506844650451,False,True,False,True,False,False,True,False,False,False,False,True,False,False,False,False,True,False
49,3,36,1,3,4,0,0.962,9610,76,0.689,8.434246270595311,8.434246270595311,0.0,False,True,False,False,True,False,True,False,False,False,False,True,False,False,False,True,False,False
50,1,37,4,3,4,2481,0.606,3965,59,0.844,8.094988759303774,6.680854678790215,0.5636078092049601,True,False,False,False,True,False,True,False,False,False,False,False,True,False,False,True,False,False
43,2,36,2,3,3,0,0.4,6205,65,0.806,9.758866322925,9.758866322925,0.0,False,True,False,False,True,False,True,False,False,False,True,False,False,False,False,False,True,False
61,1,56,5,3,2,1675,1.079,3862,76,0.949,8.351374706721296,7.848153086199526,0.3336110043401807,False,True,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,True
58,3,47,6,1,0,2439,1.269,1731,34,1.833,7.867105500316739,5.14166355650266,0.6601073264817452,True,False,False,True,False,False,True,False,False,False,False,True,False,False,False,True,False,False
33,1,36,1,3,4,168,0.447,741,10,0.429,9.096723645189217,9.077722847361343,0.0188217542405877,False,True,False,True,False,False,True,False,False,False,False,False,False,True,False,False,True,False
55,3,45,2,3,1,0,0.71,2503,49,0.885,9.805268145029668,9.805268145029668,0.0,False,True,False,False,True,False,False,False,False,True,False,False,True,False,False,True,False,False
41,4,36,3,3,2,867,0.741,4996,92,0.704,7.560080465021827,6.959398512133975,0.3729419164026044,True,False,True,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False
45,2,25,3,5,3,0,0.676,709,27,0.421,7.271912163268625,7.271912163268625,0.0,False,True,False,True,False,False,True,False,False,False,False,False,True,False,False,False,True,False
51,1,41,6,2,2,1314,0.711,1381,33,0.435,9.838949031398556,9.766292313358283,0.0676586484738148,False,True,False,False,True,False,True,False,False,False,False,False,False,True,False,False,True,False
45,3,35,2,3,5,2517,0.631,2305,42,0.448,8.872907674259846,8.437933510430605,0.302324349188651,False,True,False,False,True,False,True,False,False,False,False,True,False,False,True,False,False,False
59,0,46,5,4,2,489,0.678,2331,45,0.452,8.783702698635217,8.705828110266784,0.0723206615796261,False,True,False,True,False,False,True,False,False,False,True,False,False,False,False,False,True,False
39,2,23,5,2,3,304,0.965,4691,63,0.465,9.792276623200124,9.775142686598905,0.0168571170664229,False,True,True,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False
52,3,44,4,1,3,2044,0.994,1924,48,0.92,8.136518252115291,7.224753405767971,0.4687528473440829,True,False,False,False,True,False,True,False,False,False,False,False,True,False,False,True,False,False
47,2,39,2,3,1,728,0.403,1682,43,0.303,9.834191063533472,9.794397869948424,0.0382587121170903,False,True,False,True,False,False,True,False,False,False,False,True,False,False,False,False,True,False
34,3,28,2,3,2,0,0.796,8202,69,0.769,8.22817689595132,8.22817689595132,0.0,False,True,False,False,True,False,True,False,False,False,True,False,False,False,False,True,False,False
31,2,19,1,2,3,1829,0.81,15645,117,0.746,8.677950570294351,8.304742269640771,0.2715526905218973,False,True,False,False,True,False,True,False,False,False,False,False,True,False,False,True,False,False
45,2,33,1,3,4,0,0.502,2469,38,0.267,7.30854279753919,7.30854279753919,0.0,True,False,False,False,True,False,True,False,False,False,False,False,True,False,False,True,False,False
52,1,36,4,3,3,2517,0.809,8124,73,1.028,9.042631527550071,8.68929604801586,0.2608246182818982,False,True,False,True,False,False,True,False,False,False,False,False,False,True,False,True,False,False
39,4,32,4,2,2,2218,0.802,4423,90,0.667,9.862613473326157,9.739850350946302,0.1097508639591192,False,True,False,True,False,False,True,False,False,False,False,True,False,False,False,False,True,False
61,0,56,6,2,3,850,0.688,2485,40,0.29,9.202207388745991,9.112617283447568,0.0825012215117436,False,True,False,True,False,False,True,False,False,False,False,False,True,False,False,False,True,False
54,2,49,4,3,3,1314,0.477,3817,60,0.818,9.079092085366227,8.916774356365426,0.1397619423751586,True,False,False,False,True,False,True,False,False,False,False,False,True,False,False,True,False,False
55,2,36,5,2,2,1988,0.644,1578,30,0.579,9.269080866998785,9.061492275239766,0.171429115627531,False,True,False,False,True,False,True,False,False,False,False,False,False,True,False,False,True,False
37,1,30,3,5,0,1810,0.719,3148,68,0.789,8.007700012884026,7.085064293952548,0.4718768736274158,True,False,False,False,False,True,True,False,False,False,False,True,False,False,False,True,False,False
53,0,40,4,1,4,0,0.503,2014,53,0.472,7.271912163268625,7.271912163268625,0.0,True,False,False,False,True,False,True,False,False,False,False,False,True,False,False,True,False,False
43,2,25,4,2,4,0,0.653,2237,39,0.393,9.99706896615766,9.99706896615766,0.0,True,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,True
43,2,36,2,3,3,0,0.4,6205,65,0.806,9.758866322925,9.758866322925,0.0,False,True,False,False,True,False,True,False,False,False,True,False,False,False,False,False,True,False
26,0,36,5,3,3,0,0.758,2067,42,0.355,8.27664912542186,8.27664912542186,0.0,True,False,False,False,True,False,True,False,False,False,False,False,True,False,False,True,False,False
57,2,38,1,2,4,1116,0.62,2836,41,0.281,10.101518403035262,10.054662380333246,0.0449733656427311,False,True,True,False,False,False,True,False,False,False,False,False,False,True,True,False,False,False
37,3,24,2,3,2,0,0.87,2567,43,0.593,7.628031126930335,7.628031126930335,0.0,True,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,True
47,2,32,1,3,6,0,0.637,2784,49,0.581,7.489970898834801,7.489970898834801,0.0,False,True,False,True,False,False,True,False,False,False,False,True,False,False,False,False,True,False
42,4,38,6,3,2,1600,0.7,4685,76,0.9,9.21433239324572,9.040737587590003,0.1475575643576146,True,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True
43,4,34,5,2,2,1833,0.428,1448,29,0.381,10.41346281484728,10.35685354062884,0.0535407669280298,False,True,False,False,False,True,True,False,False,False,False,False,False,True,True,False,False,False
43,4,35,2,3,2,503,0.918,7886,70,0.75,9.267571005430456,9.21890360263667,0.0468835858988504,False,True,False,True,False,False,True,False,False,False,False,True,False,False,False,False,True,False
54,1,39,3,2,4,1694,0.843,5103,81,0.761,7.908754738783246,6.934397209928558,0.4842762885324541,True,False,False,True,False,False,True,False,False,False,False,False,False,True,False,True,False,False
39,2,27,1,3,3,811,0.571,2336,46,0.278,7.271912163268625,6.443017759408901,0.4472466421231193,True,False,False,False,True,False,True,False,False,False,False,False,True,False,False,True,False,False
56,2,36,3,3,2,996,0.469,1454,43,0.433,8.58223158759546,8.375629627094451,0.171429115627531,True,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,True
52,1,44,6,1,4,2097,0.776,2048,59,0.639,9.135077887475637,8.878776071707552,0.2037568375140196,False,True,False,True,False,False,True,False,False,False,False,False,True,False,True,False,False,False
50,2,38,4,4,2,995,0.626,4516,78,0.625,7.66105638236183,7.029087564149662,0.3845818971917402,False,True,False,False,True,False,True,False,False,False,False,False,False,True,True,False,False,False
53,4,37,6,2,2,2517,0.666,2587,43,0.536,8.221478947267192,7.0925737159746784,0.5170064828410719,True,False,False,True,False,False,True,False,False,False,True,False,False,False,False,True,False,False
53,5,36,2,4,1,2088,0.822,15290,123,0.732,10.44920723527944,10.386808363179927,0.0582689081239757,False,True,False,False,True,False,False,True,False,False,False,False,True,False,True,False,False,False
54,4,36,3,4,2,1752,0.294,1543,34,0.172,8.91972065553706,8.65277248565806,0.210260925483196,False,True,False,True,False,False,True,False,False,False,False,False,False,True,False,False,True,False
40,4,28,1,2,3,894,0.461,2011,42,0.273,8.669399124305569,8.502688505213357,0.1432341680859078,False,True,True,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False
44,5,38,3,2,2,928,0.732,4115,66,0.535,10.419957218687204,10.391883501335936,0.0276151670329733,False,True,False,True,False,False,False,False,False,True,False,False,False,True,False,False,True,False
54,3,38,2,2,4,1012,0.46,2398,29,0.318,7.8050670442584895,7.273092595999522,0.3457151037023904,True,False,False,True,False,False,True,False,False,False,False,True,False,False,False,True,False,False
41,3,36,6,6,4,1247,0.889,3943,80,0.702,7.96346006663897,7.394493107219038,0.3604677421774286,True,False,False,True,False,False,True,False,False,False,False,False,True,False,False,True,False,False
40,2,32,5,2,3,1182,0.613,2440,54,0.543,10.44920723527944,10.41436317505216,0.0334347760862373,False,True,False,False,False,True,False,False,False,True,False,True,False,False,False,False,True,False
49,3,36,4,2,3,211,0.485,1724,34,0.308,8.257385655730436,8.201111644442758,0.0535407669280298,True,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,True
28,1,17,5,3,2,1488,0.587,4865,87,0.891,9.382779928915689,9.248983995568388,0.1177830356563834,True,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True
53,0,41,3,3,4,0,0.387,1587,42,0.448,7.271912163268625,7.271912163268625,0.0,True,False,False,True,False,False,True,False,False,False,False,True,False,False,False,True,False,False
31,1,24,4,2,4,534,0.836,8565,70,0.795,8.335671314792847,8.19863945529737,0.1204461530758671,False,True,False,False,True,False,True,False,False,False,True,False,False,False,False,True,False,False
39,3,30,6,3,4,1348,0.358,2219,44,0.63,8.014335737299424,7.424165281042028,0.3688011237365729,True,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,True
47,2,37,6,4,2,0,1.007,3073,49,1.227,9.33741345453966,9.33741345453966,0.0,False,True,False,True,False,False,True,False,False,False,False,False,False,True,True,False,False,False
65,0,56,3,4,3,1758,0.8,2291,39,0.773,9.295232838994146,9.119101891541913,0.1501426584297195,True,False,False,False,True,False,False,False,False,True,False,False,True,False,False,True,False,False
47,4,40,6,4,3,0,0.547,2133,44,0.419,7.813591552952433,7.813591552952433,0.0,True,False,False,False,True,False,True,False,False,False,False,False,True,False,False,True,False,False
39,3,28,4,3,4,0,0.65,2133,54,0.543,8.154500175151941,8.154500175151941,0.0,False,True,False,True,False,False,True,False,False,False,False,False,True,False,False,True,False,False
47,4,41,5,3,2,1642,0.651,1403,40,0.429,10.182746751976826,10.118639253920785,0.060153922819747,False,True,False,False,True,False,True,False,False,False,False,False,True,False,False,False,True,False
49,2,42,6,1,2,786,1.081,1640,37,0.762,8.012349639327795,7.710653323501202,0.2319050569827825,False,True,False,False,False,True,True,False,False,False,False,True,False,False,False,False,True,False
33,1,18,2,2,3,2054,0.735,4833,85,0.667,8.020927718981577,6.897704943128636,0.5158131652770298,True,False,False,False,True,False,True,False,False,False,False,False,True,False,False,True,False,False
39,5,36,1,3,3,633,0.358,1954,46,0.394,10.112856670428496,10.086850233838494,0.0256677467485777,False,True,False,False,True,False,True,False,False,False,False,False,True,False,False,False,True,False
56,2,36,4,6,1,716,0.923,3534,73,1.147,8.668539943910762,8.537191877922927,0.1160036757563061,True,False,False,False,True,False,True,False,False,False,False,False,True,False,False,True,False,False
38,1,31,2,6,3,2517,0.925,14230,105,0.78,8.136518252115291,6.802394763324311,0.5521594872589679,True,False,False,True,False,False,True,False,False,False,False,True,False,False,False,True,False,False
43,5,38,2,2,1,1372,0.649,15058,109,0.912,9.679593719831214,9.589872098057842,0.0825012215117436,True,False,False,True,False,False,False,True,False,False,False,False,True,False,False,True,False,False
57,2,46,3,1,3,1533,0.654,13420,122,0.743,8.531884740159228,8.172164452111904,0.2639015437863775,True,False,False,True,False,False,True,False,False,False,False,False,False,True,False,True,False,False
38,3,19,5,2,3,0,0.604,3342,62,0.824,7.441906728051625,7.441906728051625,0.0,False,True,False,False,True,False,True,False,False,False,False,False,True,False,False,True,False,False
50,1,46,1,3,3,932,0.466,1554,43,0.344,7.309212365692763,6.331501849893691,0.4848922417394862,True,False,False,False,True,False,True,False,False,False,True,False,False,False,False,True,False,False
55,2,45,3,3,3,0,0.816,1349,47,0.88,7.679713639966372,7.679713639966372,0.0,True,False,False,True,False,False,True,False,False,False,True,False,False,False,False,True,False,False
52,3,40,3,2,3,0,0.735,2675,37,0.48,8.153349757998892,8.153349757998892,0.0,True,False,False,True,False,False,True,False,False,False,False,False,True,False,False,True,False,False
58,1,36,2,3,4,0,0.685,1712,41,0.414,10.261826111899026,10.261826111899026,0.0,False,True,False,False,True,False,True,False,False,False,False,False,True,False,True,False,False,False
52,3,39,4,3,3,909,0.772,4238,63,0.8,7.601901959875166,6.996681488176539,0.3743183791113276,True,False,False,True,False,False,True,False,False,False,False,False,True,False,False,True,False,False
26,0,15,3,2,3,1428,0.496,1134,26,0.238,7.274479558773871,2.70805020110221,0.688134638736401,True,False,False,False,True,False,True,False,False,False,True,False,False,False,False,True,False,False
62,1,56,1,2,1,0,1.054,5470,72,0.674,8.04237800517328,8.04237800517328,0.0,True,False,False,False,True,False,True,False,False,False,False,False,True,False,False,True,False,False
64,0,36,1,3,4,0,0.75,1811,39,0.5,7.428333194190806,7.428333194190806,0.0,True,False,False,False,True,False,True,False,False,False,False,False,True,False,False,True,False,False
35,0,25,5,3,4,0,0.877,1485,34,0.478,7.741099090035366,7.741099090035366,0.0,True,False,False,False,True,False,True,False,False,False,False,False,True,False,False,True,False,False
51,0,32,4,2,3,331,0.879,2377,47,0.516,7.471932078245122,7.2633296174768365,0.1722712209404532,True,False,False,True,False,False,True,False,False,False,False,False,True,False,False,True,False,False
53,1,47,3,3,4,1733,1.216,2309,62,0.632,7.807916628926408,6.588926477533519,0.5335651107354801,True,False,False,True,False,False,True,False,False,False,False,False,True,False,False,True,False,False
46,3,37,1,2,4,0,0.35,1757,44,0.467,7.271912163268625,7.271912163268625,0.0,True,False,False,False,True,False,True,False,False,False,False,False,True,False,False,True,False,False
51,4,33,2,2,2,1848,0.775,14149,103,0.689,10.44920723527944,10.39418189500513,0.0525924501191705,False,True,False,False,True,False,False,True,False,False,False,False,True,False,True,False,False,False
50,3,45,6,4,3,0,0.974,2703,54,1.0,7.625595072132453,7.625595072132453,0.0,False,True,False,True,False,False,True,False,False,False,True,False,False,False,False,False,True,False
37,3,29,3,3,3,0,0.517,2284,35,0.296,7.4109518755836366,7.4109518755836366,0.0,True,False,False,False,True,False,True,False,False,False,False,True,False,False,False,True,False,False
47,4,42,1,4,1,0,1.031,8670,74,0.574,8.981430225767635,8.981430225767635,0.0,False,True,False,False,False,True,True,False,False,False,False,False,False,True,False,False,True,False
47,2,34,6,2,2,0,0.63,4416,68,0.581,7.692113339595466,7.692113339595466,0.0,True,False,False,True,False,False,True,False,False,False,False,False,True,False,False,True,False,False
51,3,39,2,1,1,2437,0.809,14397,117,0.746,8.24380842366528,7.220373836723949,0.4953058121079539,True,False,False,True,False,False,True,False,False,False,False,True,False,False,False,True,False,False
43,4,32,2,3,2,0,0.691,2613,46,0.84,9.012377119192273,9.012377119192273,0.0,True,False,True,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False
40,3,33,1,3,4,191,0.818,2478,43,0.433,7.791935956938058,7.709756864454165,0.0760346862759976,False,True,False,False,False,True,True,False,False,False,False,True,False,False,False,True,False,False
57,3,51,3,0,3,0,0.429,2113,38,0.267,7.271912163268625,7.271912163268625,0.0,True,False,False,False,True,False,True,False,False,False,False,True,False,False,False,True,False,False
49,2,38,6,3,3,871,0.693,4115,72,0.6,8.532475814947395,8.344267356262645,0.1587116911548208,True,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,True
52,2,45,5,4,2,1938,0.807,2275,46,0.438,10.44920723527944,10.391423188007874,0.0544881852840697,False,True,False,True,False,False,False,False,False,True,False,False,True,False,False,False,True,False
55,1,42,5,2,4,1206,0.958,2489,38,0.9,9.27771860730613,9.158099260130491,0.1070590722934077,False,True,False,False,True,False,True,False,False,False,False,False,True,False,False,False,True,False
39,2,28,1,2,3,0,0.714,2596,48,0.846,8.381144346952961,8.381144346952961,0.0,True,False,False,False,False,True,True,False,False,False,False,False,False,True,False,True,False,False
45,3,36,4,2,4,2294,0.456,2107,40,0.333,7.754052639035757,3.610917912644224,0.6856189141391538,True,False,False,True,False,False,True,False,False,False,False,False,True,False,False,True,False,False
44,4,34,4,3,2,0,0.581,4222,75,0.471,10.19828177359369,10.19828177359369,0.0,False,True,False,False,False,True,True,False,False,False,False,False,True,False,False,False,True,False
51,1,43,4,3,3,1521,0.874,2878,45,0.452,7.418180822726788,4.976733742420574,0.6491952930307625,True,False,False,True,False,False,True,False,False,False,False,True,False,False,False,True,False,False
34,2,28,4,3,3,1853,0.807,1899,33,0.833,9.501889955954454,9.352881058758292,0.1292723357041391,False,True,False,True,False,False,True,False,False,False,False,False,True,False,True,False,False,False
56,2,36,1,2,2,0,0.65,2123,37,0.542,7.271912163268625,7.271912163268625,0.0,False,True,False,False,True,False,True,False,False,False,False,False,True,False,False,False,True,False
55,3,47,2,5,4,859,1.003,8918,87,0.977,8.485083137498004,8.289790583181643,0.1629688282781396,True,False,False,False,True,False,True,False,False,False,False,True,False,False,False,True,False,False
53,0,41,3,3,4,0,0.387,1587,42,0.448,7.271912163268625,7.271912163268625,0.0,True,False,False,True,False,False,True,False,False,False,False,True,False,False,False,True,False,False
26,0,19,4,1,2,0,0.472,2005,47,0.469,7.271912163268625,7.271912163268625,0.0,False,True,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,True
38,3,31,2,3,2,1766,0.791,8195,94,0.679,9.679593719831214,9.562545340443464,0.1043600153242427,True,False,False,False,True,False,False,True,False,False,False,False,True,False,False,True,False,False
43,2,36,3,3,3,1759,0.476,1362,28,0.556,9.91130690158826,9.819997242037102,0.0834216081390723,True,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,True
43,2,29,6,3,2,1377,0.6,1555,29,0.706,7.679251425953058,6.666956792429207,0.4928652983889978,True,False,False,False,True,False,True,False,False,False,False,True,False,False,False,True,False,False
29,1,17,5,1,4,2517,0.915,9451,79,0.646,8.77971129020447,8.290041618704489,0.3271431413326945,False,True,False,True,False,False,True,False,False,False,False,False,True,False,False,False,True,False
43,2,33,5,3,3,1761,0.753,2112,46,0.769,7.655390644826152,5.860786223465865,0.6064993738342731,False,True,False,True,False,False,True,False,False,False,False,False,True,False,False,False,True,False
41,2,30,5,2,3,1081,1.087,3680,81,0.723,9.781715320606216,9.718723014091031,0.059211859631846,False,True,False,False,True,False,False,False,False,True,False,False,True,False,False,True,False,False
42,2,23,2,2,3,1160,0.588,4163,83,0.804,8.062432791583195,7.607381425639791,0.3118867611485983,True,False,False,False,True,False,True,False,False,False,False,True,False,False,False,True,False,False
41,5,32,2,3,4,2517,0.465,1727,35,0.458,10.44920723527944,10.373491181781864,0.0704584636485614,False,True,False,False,True,False,False,True,False,False,False,False,False,True,False,False,True,False
42,4,32,6,3,3,0,0.862,2826,39,0.625,8.14757773620177,8.14757773620177,0.0,True,False,False,True,False,False,True,False,False,False,False,True,False,False,False,True,False,False
39,4,31,4,3,3,1292,0.772,1517,33,1.357,7.543802867501509,6.391917113392602,0.521171915820135,True,False,False,True,False,False,True,False,False,False,False,False,True,False,False,True,False,False
30,1,18,5,1,3,1380,0.622,1723,31,0.55,8.461046030793236,8.115819701211327,0.2561914053604101,False,True,False,True,False,False,True,False,False,False,False,False,False,True,False,True,False,False
38,1,31,3,1,3,0,0.899,5198,75,1.083,8.886685639065584,8.886685639065584,0.0,True,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,True
53,1,36,2,2,3,1196,1.24,4859,73,0.973,7.29505641646263,5.6240175061873385,0.5944312076207876,True,False,False,True,False,False,True,False,False,False,False,False,False,True,False,True,False,False
56,4,45,2,2,3,1306,0.743,4378,86,0.654,9.115150184972434,8.960082528170402,0.1345308929576061,True,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,True
42,2,28,6,1,3,0,0.65,838,24,0.412,8.901230352110781,8.901230352110781,0.0,False,True,False,True,False,False,True,False,False,False,False,False,True,False,False,False,True,False
58,2,48,2,1,2,710,0.434,2562,38,0.462,7.71289096149013,7.331060305218632,0.2761154360803154,False,True,False,False,True,False,True,False,False,False,False,False,False,True,False,False,True,False
40,4,36,3,3,2,1465,0.622,3672,64,0.73,7.680637427560936,6.55250788703459,0.5170064828410719,False,True,False,True,False,False,True,False,False,False,False,False,True,False,False,False,True,False
46,3,28,2,2,3,1067,0.931,1097,32,0.778,9.05392045270488,8.920656296853728,0.1177830356563834,True,False,False,False,True,False,True,False,False,False,False,False,True,False,False,True,False,False
54,3,44,2,1,5,0,0.949,1037,14,2.5,8.017307507688582,8.017307507688582,0.0,False,True,False,True,False,False,True,False,False,False,False,True,False,False,False,True,False,False
50,0,43,2,3,1,1060,0.544,4325,86,0.72,8.332067707289548,8.037543185118697,0.2271355725837472,True,False,False,True,False,False,True,False,False,False,False,True,False,False,False,True,False,False
44,4,36,6,3,2,0,0.651,4257,89,0.648,7.271912163268625,7.271912163268625,0.0,True,False,False,True,False,False,True,False,False,False,False,False,True,False,False,True,False,False
48,4,36,4,3,3,2425,0.816,2431,46,0.394,7.916078096302786,5.755742213586912,0.6339278208999741,True,False,False,True,False,False,True,False,False,False,False,False,False,True,False,True,False,False
51,2,37,6,6,3,1087,0.974,4537,75,1.273,9.0811424335045,8.94910546953925,0.1168937514714993,False,True,False,True,False,False,True,False,False,False,False,True,False,False,False,False,True,False
43,2,36,4,4,1,0,0.743,3820,75,0.63,9.036819971135296,9.036819971135296,0.0,False,True,False,False,True,False,True,False,False,False,False,False,False,True,False,True,False,False
40,2,28,2,2,2,0,0.694,2814,37,0.321,8.013674142832684,8.013674142832684,0.0,True,False,False,False,True,False,True,False,False,False,False,True,False,False,False,True,False,False
51,2,39,3,4,2,1722,0.765,4431,79,0.717,7.856319571406588,6.756932389247553,0.511025603768657,True,False,False,False,True,False,True,False,False,False,False,False,True,False,False,True,False,False
48,2,32,1,2,4,2268,0.841,2228,37,0.85,9.702777967428895,9.553575403548212,0.1301506844650451,False,True,False,True,False,False,True,False,False,False,False,True,False,False,False,False,True,False
63,1,52,6,3,3,0,0.854,3913,78,0.5,7.271912163268625,7.271912163268625,0.0,False,True,False,False,False,True,True,False,False,False,False,False,True,False,False,True,False,False
39,3,13,2,1,3,0,0.893,8056,89,0.935,9.066123521215774,9.066123521215774,0.0,False,True,False,False,True,False,True,False,False,False,False,True,False,False,False,False,True,False
38,2,30,6,3,4,2517,0.602,2600,47,0.621,8.304989580140361,7.331060305218632,0.4842762885324541,False,True,False,False,True,False,True,False,False,False,False,True,False,False,True,False,False,False
60,1,54,1,2,1,972,0.578,4228,63,0.465,8.193953023563742,7.881182202227102,0.2382291887322506,False,True,False,False,True,False,True,False,False,False,False,True,False,False,False,False,True,False
54,4,38,2,2,1,0,0.856,2660,41,0.323,7.484368643286131,7.484368643286131,0.0,True,False,False,False,False,True,True,False,False,False,False,False,True,False,False,True,False,False
54,2,42,1,2,2,1313,0.929,4904,82,0.673,7.698936199813447,6.794586580876499,0.4668737362368079,True,False,False,False,True,False,True,False,False,False,False,True,False,False,False,True,False,False
39,2,36,6,2,3,760,0.709,2017,43,0.955,7.364547014255642,6.70808408385307,0.3933925268738951,True,False,False,True,False,False,True,False,False,False,False,True,False,False,False,True,False,False
40,3,29,6,2,4,458,0.466,1811,44,0.517,7.299797366758161,6.92951677076365,0.2700271372130601,True,False,False,True,False,False,True,False,False,False,False,False,True,False,False,True,False,False
52,2,37,1,3,3,2362,0.67,4663,85,0.771,7.794823152179389,4.189654742026425,0.6795552270404783,True,False,False,True,False,False,True,False,False,False,False,False,True,False,False,True,False,False
44,4,37,4,3,3,0,0.689,3756,73,0.921,8.670257567143075,8.670257567143075,0.0,True,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,True
42,1,36,3,3,4,0,0.865,2509,46,0.586,8.001019961323651,8.001019961323651,0.0,True,False,False,True,False,False,True,False,False,False,False,False,False,True,False,True,False,False
56,1,50,3,6,3,0,0.426,2361,41,0.464,9.069813136839208,9.069813136839208,0.0,False,True,False,True,False,False,True,False,False,False,False,False,True,False,False,False,True,False
37,2,30,4,1,2,1266,0.709,1941,58,0.568,7.704811922932594,6.859614903654202,0.4517123592734841,False,True,False,True,False,False,True,False,False,False,False,True,False,False,False,False,True,False
48,4,43,2,3,2,1744,0.347,1455,34,0.214,9.330165765044532,9.162095059348188,0.1441003439737568,False,True,False,False,True,False,True,False,False,False,False,False,False,True,False,True,False,False
44,4,28,4,2,2,878,0.633,3383,67,0.558,7.918992488165245,7.534228326274089,0.2776317365982795,False,True,False,True,False,False,True,False,False,False,False,False,True,False,False,False,True,False
62,1,44,5,2,2,962,0.76,1904,49,0.531,9.604137675216665,9.537050831395442,0.0629747991613884,False,True,False,True,False,False,True,False,False,False,False,False,True,False,False,False,True,False
42,2,36,5,1,3,2517,0.817,3536,69,0.769,8.687610843707368,8.13505390861157,0.3541718137206138,True,False,False,True,False,False,True,False,False,False,False,False,False,True,False,True,False,False
54,0,36,4,3,2,0,0.673,2321,45,0.552,7.904334842085095,7.904334842085095,0.0,True,False,False,False,True,False,True,False,False,False,True,False,False,False,False,True,False,False
41,2,36,6,2,3,1271,0.729,4382,70,0.667,7.753623546559746,6.9650803456014065,0.4356709501652302,True,False,False,True,False,False,True,False,False,False,False,False,True,False,False,True,False,False
43,4,28,3,2,4,0,0.544,2060,39,0.625,9.810823867672708,9.810823867672708,0.0,False,True,False,False,False,True,True,False,False,False,True,False,False,False,False,False,True,False
45,3,40,3,5,3,706,0.886,2526,41,0.414,8.40357646462927,8.231376045573969,0.1466943791508035,True,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,True
41,2,37,1,2,1,1171,0.697,5369,75,0.596,8.239329427901795,7.86940171257709,0.2692634869277628,False,True,False,True,False,False,True,False,False,False,False,False,True,False,False,False,True,False
40,3,30,4,2,3,0,0.632,2323,44,0.419,8.76280248744611,8.76280248744611,0.0,False,True,False,False,False,True,True,False,False,False,False,False,True,False,False,False,True,False
38,3,34,6,3,4,1821,0.63,2381,40,0.481,9.396902923027392,9.233079858945672,0.1406311297397456,False,True,False,False,True,False,True,False,False,False,False,False,True,False,False,False,True,False
49,2,36,3,4,1,0,0.62,4109,61,0.743,7.826443135456014,7.826443135456014,0.0,True,False,False,True,False,False,True,False,False,False,False,True,False,False,False,True,False,False
50,2,42,2,1,2,0,1.056,4800,53,0.395,10.36668683462848,10.36668683462848,0.0,False,True,False,False,True,False,True,False,False,False,False,False,True,False,True,False,False,False
44,3,34,2,3,3,0,1.04,8898,60,0.538,10.16669761306342,10.16669761306342,0.0,True,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,True
49,2,43,1,3,2,526,0.829,2520,38,0.583,7.404887575616125,7.0192966537150445,0.2776317365982795,True,False,False,False,True,False,True,False,False,False,False,False,False,True,False,True,False,False
48,5,36,5,3,0,1023,0.816,4608,79,0.927,8.84246002419529,8.682538124003075,0.1380212978973746,True,False,False,True,False,False,True,False,False,False,False,False,True,False,False,True,False,False
40,4,21,1,2,1,2517,0.574,2373,53,0.359,8.001355025826703,6.148468295917647,0.6113946786876863,True,False,False,True,False,False,True,False,False,False,True,False,False,False,False,True,False,False
54,2,48,3,6,3,0,0.163,1702,36,0.125,7.40184157874383,7.40184157874383,0.0,True,False,False,True,False,False,True,False,False,False,True,False,False,False,False,True,False,False
