Customer_Age,Gender,Dependent_count,Education_Level,Marital_Status,Income_Category,Card_Category,Months_on_book,Total_Relationship_Count,Months_Inactive_12_mon,Contacts_Count_12_mon,Credit_Limit,Total_Revolving_Bal,Avg_Open_To_Buy,Total_Amt_Chng_Q4_Q1,Total_Trans_Amt,Total_Trans_Ct,Total_Ct_Chng_Q4_Q1,Avg_Utilization_Ratio,Churn,Education_Group,Income_Group,LOG_Credit_Limit,LOG_Avg_Open_To_Buy,LOG_Avg_Utilization_Ratio
27,M,0,Graduate,Single,$120K +,Blue,17,6,2,2,8713.0,1354,7359.0,0.558,2094,36,0.333,0.155,0,Medium Education,High Income,9.072686206677387,8.903815211722922,0.14410034397375687
49,F,5,Unknown,Divorced,Less than $40K,Blue,36,4,1,4,9165.0,0,9165.0,0.597,1846,56,0.647,0.0,0,Unknown,Low Income,9.123256265069069,9.123256265069069,0.0
43,F,1,Graduate,Married,Less than $40K,Silver,31,5,1,2,11583.0,631,10952.0,0.714,3320,55,0.774,0.054,0,Medium Education,Low Income,9.357380114625498,9.301368670323747,0.05259245011917058
52,M,4,Graduate,Married,$80K - $120K,Blue,32,4,3,3,1438.3,702,736.3,0.805,1805,53,0.606,0.488,0,Medium Education,Middle Income,7.271912163268625,6.602994864995605,0.3974329364109001
31,F,2,Unknown,Married,Unknown,Blue,20,3,1,2,8149.0,0,8149.0,0.331,808,30,0.111,0.0,1,Unknown,Unknown,9.005773206234908,9.005773206234908,0.0
40,M,3,Uneducated,Married,$80K - $120K,Blue,29,3,2,3,3616.0,1151,2465.0,0.687,820,21,0.75,0.318,1,Low Education,Middle Income,8.193400231952097,7.81035268372429,0.27611543608031547
39,M,3,Graduate,Unknown,$80K - $120K,Blue,31,6,2,4,8434.0,2222,6212.0,0.691,1414,27,0.929,0.263,0,Medium Education,Middle Income,9.040144994980068,8.734399150063695,0.23348984336835407
45,M,3,Graduate,Married,$60K - $80K,Blue,25,3,3,2,9791.0,1311,8480.0,0.704,1649,59,0.513,0.134,0,Medium Education,Middle Income,9.189321004752108,9.0455836463617,0.12575120530556033
37,F,2,Graduate,Single,Less than $40K,Blue,24,5,2,3,8444.0,1945,6499.0,0.703,2497,74,0.609,0.23,0,Medium Education,Low Income,9.041329829241901,8.779557455883728,0.20701416938432612
49,F,4,Graduate,Divorced,Less than $40K,Blue,43,3,1,4,2228.0,1003,1225.0,1.119,2104,44,0.467,0.45,0,Medium Education,Low Income,7.709308333385869,7.111512116496157,0.37156355643248307
56,M,3,Graduate,Married,$120K +,Blue,36,5,1,1,12211.0,0,12211.0,0.642,903,29,0.526,0.0,1,Medium Education,High Income,9.410174353854769,9.410174353854769,0.0
62,F,0,High School,Married,Less than $40K,Blue,51,6,3,4,1438.3,0,1438.3,0.702,1445,38,0.31,0.0,0,Low Education,Low Income,7.271912163268625,7.271912163268625,0.0
37,F,3,High School,Married,$40K - $60K,Blue,31,5,3,3,1586.0,1038,548.0,0.973,1724,24,0.714,0.654,0,Low Education,Low Income,7.369600720526409,6.3080984415095305,0.5031965966014996
42,M,3,High School,Single,$40K - $60K,Blue,37,3,3,3,2247.0,1045,1202.0,0.952,1300,31,0.55,0.465,0,Low Education,Low Income,7.717796211013582,7.0925737159746784,0.38185524246903063
36,M,3,Graduate,Single,$60K - $80K,Blue,30,3,4,3,2789.0,1584,1205.0,0.996,2688,60,0.714,0.568,0,Medium Education,Middle Income,7.933796874815411,7.095064377287131,0.4498009219282161
59,M,0,Graduate,Married,$40K - $60K,Blue,53,3,2,3,4241.0,0,4241.0,0.607,1798,45,0.731,0.0,0,Medium Education,Low Income,8.352790135124629,8.352790135124629,0.0
40,F,1,Graduate,Married,Unknown,Blue,29,5,1,3,8398.0,1892,6506.0,0.861,1489,29,0.526,0.225,0,Medium Education,Unknown,9.035867930125628,8.780633799494984,0.20294084399669032
43,M,3,High School,Single,$40K - $60K,Blue,36,6,3,3,4112.0,768,3344.0,0.413,1334,40,0.429,0.187,0,Low Education,Low Income,8.321907968230423,8.11522197256233,0.171429115627531
29,M,2,Graduate,Divorced,$40K - $60K,Silver,22,6,2,3,15578.0,1383,14195.0,0.794,2492,71,0.614,0.089,0,Medium Education,Low Income,9.653679132512428,9.560715513766388,0.08525984395082342
42,F,4,Graduate,Married,$40K - $60K,Blue,36,6,2,2,4008.0,1636,2372.0,0.637,1395,43,0.955,0.408,0,Medium Education,Low Income,8.296297112642508,7.771910256435763,0.34217025773585064
63,F,1,High School,Married,Unknown,Blue,50,6,1,3,12766.0,0,12766.0,0.668,1191,28,0.647,0.0,0,Low Education,Unknown,9.45461899582035,9.45461899582035,0.0
36,F,2,Post-Graduate,Single,Less than $40K,Blue,24,5,2,4,3438.0,1129,2309.0,0.605,2331,56,0.436,0.328,0,High Education,Low Income,8.142936010432265,7.745002803515839,0.2836740510542421
53,M,4,High School,Married,$80K - $120K,Blue,43,3,1,2,16692.0,2446,14246.0,0.853,1288,29,0.45,0.147,0,Low Education,Middle Income,9.722744748855389,9.564301637217232,0.13714983814723364
36,F,2,Uneducated,Married,Less than $40K,Blue,36,4,2,2,4066.0,1639,2427.0,1.749,3040,56,0.931,0.403,0,Low Education,Low Income,8.310660905907225,7.794823152179389,0.3386128011203239
36,M,3,Unknown,Married,$60K - $80K,Blue,30,5,2,3,13080.0,0,13080.0,0.685,1999,44,0.571,0.0,0,Unknown,Middle Income,9.478916074688227,9.478916074688227,0.0
26,M,0,College,Single,Less than $40K,Blue,36,4,1,2,1934.0,1070,864.0,0.448,2334,61,0.452,0.553,0,Medium Education,Low Income,7.5678626054638825,6.762729506931879,0.44018854416655007
45,F,0,Unknown,Single,Less than $40K,Blue,36,6,2,3,3230.0,2517,713.0,0.615,1931,57,0.425,0.779,0,Unknown,Low Income,8.080546965824498,6.570882962339584,0.5760514086836981
55,F,0,Graduate,Married,Less than $40K,Blue,36,6,2,4,3615.0,1699,1916.0,0.576,1967,40,0.538,0.47,0,Medium Education,Low Income,8.193123721512068,7.558516743045645,0.3852624007906449
61,F,0,Unknown,Unknown,Unknown,Blue,36,4,2,2,1801.0,0,1801.0,1.234,3193,62,1.48,0.0,0,Unknown,Unknown,7.496652438168283,7.496652438168283,0.0
26,M,0,Uneducated,Single,Less than $40K,Blue,36,4,3,4,2665.0,1567,1098.0,0.586,2514,64,0.455,0.588,0,Low Education,Low Income,7.888334500738654,7.002155954403621,0.46247536282494395
40,M,4,Graduate,Married,$60K - $80K,Silver,25,5,3,2,28822.0,2517,26305.0,0.492,1504,35,0.296,0.087,0,Medium Education,Middle Income,10.268928958514973,10.177552329028725,0.08342160813907239
38,M,2,Graduate,Single,$40K - $60K,Blue,24,6,3,2,14632.0,1158,13474.0,0.501,1399,36,0.5,0.079,0,Medium Education,Low Income,9.591034531092426,9.508591395777199,0.0760346862759976
32,F,0,College,Married,Unknown,Blue,36,5,3,3,6715.0,1314,5401.0,0.987,1731,41,0.519,0.196,0,Medium Education,Unknown,8.812248018197431,8.59452453435256,0.17898265552844
53,M,2,Unknown,Married,$60K - $80K,Blue,46,3,2,3,6658.0,1761,4897.0,0.489,1309,40,0.6,0.264,0,Unknown,Middle Income,8.803724602110622,8.496582237512113,0.2342812957246657
52,F,2,Graduate,Single,$40K - $60K,Blue,44,6,2,3,3360.0,1219,2141.0,0.412,1309,30,1.0,0.363,0,Medium Education,Low Income,8.119993827725105,7.669495251007694,0.30968815271439554
29,M,1,Graduate,Married,$80K - $120K,Blue,14,5,3,2,14853.0,0,14853.0,1.025,1800,41,0.519,0.0,0,Medium Education,Middle Income,9.606024468229242,9.606024468229242,0.0
38,M,2,Graduate,Married,$60K - $80K,Blue,25,3,3,4,4800.0,1212,3588.0,1.254,2935,62,0.879,0.252,0,Medium Education,Middle Income,8.476579508530941,8.185628891147607,0.22474227267790678
27,M,0,Unknown,Single,$40K - $60K,Blue,17,5,1,2,4610.0,0,4610.0,0.794,2280,49,0.4,0.0,0,Unknown,Low Income,8.436200032206706,8.436200032206706,0.0
46,F,4,High School,Married,Less than $40K,Blue,36,3,3,4,1438.3,981,457.3,0.663,1114,33,0.65,0.682,0,Low Education,Low Income,7.271912163268625,6.127523991515078,0.5199835615507563
57,M,0,Uneducated,Single,$60K - $80K,Blue,42,6,4,3,8377.0,1211,7166.0,0.813,1797,44,1.2,0.145,0,Low Education,Middle Income,9.03336450150698,8.877242435993919,0.13540463700620295
42,M,3,High School,Single,$80K - $120K,Blue,30,4,5,4,4147.0,1719,2428.0,0.875,1776,44,0.571,0.415,0,Low Education,Middle Income,8.330381569349418,7.795234929002173,0.34712953109520095
62,F,0,Post-Graduate,Married,$40K - $60K,Blue,55,6,1,4,2644.0,2207,437.0,0.866,1194,30,0.765,0.835,0,High Education,Low Income,7.8804263442924,6.082218910376446,0.6070444815065336
37,F,1,Graduate,Unknown,$40K - $60K,Blue,30,5,3,4,13355.0,1631,11724.0,1.113,1921,37,0.85,0.122,0,Medium Education,Low Income,9.499721001063545,9.36947859331448,0.11511280710050457
57,F,2,Unknown,Divorced,$40K - $60K,Blue,36,5,2,2,3251.0,1887,1364.0,1.007,3228,67,0.763,0.58,0,Unknown,Low Income,8.087025470667701,7.21890970761906,0.4574248470388754
35,M,2,High School,Single,$40K - $60K,Blue,36,5,3,4,2100.0,950,1150.0,0.764,2623,74,1.114,0.452,0,Low Education,Low Income,7.650168700845001,7.048386408721883,0.3729419164026044
55,F,1,Unknown,Married,Less than $40K,Blue,50,5,3,4,3566.0,1401,2165.0,0.903,2425,54,0.8,0.393,0,Unknown,Low Income,8.17948018535889,7.680637427560936,0.3314596947976687
56,F,4,Graduate,Married,Unknown,Blue,49,5,1,3,14915.0,1111,13804.0,0.846,1388,35,0.667,0.074,0,Medium Education,Unknown,9.610189741298711,9.532786124364256,0.07138999608667294
39,M,2,Graduate,Married,$60K - $80K,Blue,27,3,1,4,13003.0,0,13003.0,0.877,1697,40,1.105,0.0,0,Medium Education,Middle Income,9.473012281423795,9.473012281423795,0.0
64,M,0,College,Married,Less than $40K,Blue,55,5,3,4,2492.0,1424,1068.0,0.485,1375,30,0.364,0.571,0,Medium Education,Low Income,7.821242083523558,6.974478911025045,0.4517123592734841
37,F,4,Graduate,Married,Less than $40K,Blue,31,5,2,3,1758.0,1180,578.0,0.744,2013,41,0.367,0.671,0,Medium Education,Low Income,7.472500744737558,6.361302477572996,0.5134222496132567
34,M,1,College,Married,$60K - $80K,Blue,23,3,2,2,5510.0,1604,3906.0,0.551,1995,53,0.262,0.291,0,Medium Education,Middle Income,8.614501373883236,8.27052509505507,0.25541711186450544
46,M,5,Uneducated,Divorced,$60K - $80K,Blue,36,3,1,2,17196.0,1646,15550.0,0.542,1466,41,1.278,0.096,0,Low Education,Middle Income,9.752490228984199,9.651880224221337,0.0916671885258238
65,F,0,High School,Married,$40K - $60K,Blue,46,6,1,3,5877.0,1697,4180.0,1.058,2494,58,0.706,0.289,0,Low Education,Low Income,8.678971846978863,8.338305731356565,0.25386672395705034
36,M,0,Graduate,Married,$60K - $80K,Blue,31,5,1,2,7667.0,0,7667.0,0.632,1501,35,0.667,0.0,0,Medium Education,Middle Income,8.944811104165534,8.944811104165534,0.0
35,F,2,College,Married,$40K - $60K,Blue,24,4,1,3,2939.0,1865,1074.0,0.932,2077,47,0.679,0.635,0,Medium Education,Low Income,7.986164860332727,6.980075940561763,0.4916428043492167
49,M,1,Unknown,Single,$80K - $120K,Blue,31,6,1,4,5898.0,1348,4550.0,0.64,1002,21,1.333,0.229,0,Unknown,Middle Income,8.682538124003075,8.423102268016642,0.20620083058389777
46,F,3,Uneducated,Single,Unknown,Blue,33,5,3,4,19995.0,0,19995.0,0.65,1879,34,0.7,0.0,0,Low Education,Unknown,9.903287532533462,9.903287532533462,0.0
26,M,0,Post-Graduate,Married,$40K - $60K,Blue,36,6,1,4,2773.0,2080,693.0,0.695,3567,73,0.622,0.75,0,High Education,Low Income,7.928045600874777,6.542471960506805,0.5596157879354227
52,M,3,Graduate,Single,$60K - $80K,Blue,44,4,2,4,3323.0,2310,1013.0,0.749,1599,47,0.808,0.695,0,Medium Education,Middle Income,8.10892415597534,6.921658184151129,0.5276827408324135
38,F,0,Graduate,Married,Unknown,Blue,28,5,3,3,16049.0,799,15250.0,0.777,1989,33,0.571,0.05,0,Medium Education,Unknown,9.683464128558162,9.632400353656184,0.04879016416943201
37,M,1,High School,Married,$40K - $60K,Blue,28,3,4,2,3601.0,1236,2365.0,0.726,1802,34,0.478,0.343,0,Low Education,Low Income,8.189244525735901,7.768956044538332,0.2949059175411005
33,F,3,Graduate,Married,Less than $40K,Blue,25,3,2,2,2307.0,1385,922.0,1.515,2440,48,0.846,0.6,0,Medium Education,Low Income,7.744136627627991,6.827629234502852,0.4700036292457355
59,M,1,Uneducated,Married,$60K - $80K,Blue,36,4,3,3,3742.0,1175,2567.0,0.514,1505,31,0.824,0.314,0,Low Education,Middle Income,8.22764270790443,7.850882664809852,0.27307592006241876
34,M,3,High School,Married,$40K - $60K,Blue,29,6,3,3,2937.0,869,2068.0,1.493,2171,45,0.875,0.296,0,Low Education,Low Income,7.9854843567338225,7.634820677745543,0.25928259793008296
39,F,3,Post-Graduate,Unknown,Unknown,Blue,26,6,1,4,3209.0,2517,692.0,0.431,1292,37,0.762,0.784,0,High Education,Unknown,8.07402621612406,6.541029999189903,0.5788580341578177
59,M,0,Graduate,Married,$60K - $80K,Blue,53,6,1,4,12554.0,2169,10385.0,0.529,1422,30,0.579,0.173,0,Medium Education,Middle Income,9.437874271591685,9.248214024404264,0.1595645696713384
50,M,1,Graduate,Married,$60K - $80K,Blue,34,6,3,4,4702.0,0,4702.0,0.578,1673,44,0.257,0.0,0,Medium Education,Middle Income,8.455955881945048,8.455955881945048,0.0
26,F,1,Unknown,Single,$40K - $60K,Blue,14,4,2,4,5645.0,2324,3321.0,0.655,2482,57,0.727,0.412,0,Unknown,Low Income,8.638702608813434,8.10832229017324,0.3450071390710503
32,M,0,High School,Married,$60K - $80K,Blue,13,3,3,4,14308.0,1889,12419.0,1.053,1659,39,1.167,0.132,0,Low Education,Middle Income,9.568643988906736,9.42706335548747,0.1239859797809912
51,F,2,College,Married,$40K - $60K,Blue,46,3,1,3,4882.0,695,4187.0,0.508,1544,44,0.517,0.142,1,Medium Education,Low Income,8.49351506406166,8.339978571990427,0.13278111123381847
41,M,4,Doctorate,Married,$80K - $120K,Blue,29,3,3,3,33405.0,0,33405.0,0.535,1345,34,0.619,0.0,0,High Education,Middle Income,10.416490803549893,10.416490803549893,0.0
39,F,1,Graduate,Married,$40K - $60K,Blue,27,3,1,2,2700.0,2220,480.0,1.595,2901,59,1.36,0.822,0,Medium Education,Low Income,7.901377353792616,6.175867270105761,0.5999347988377666
49,F,2,Uneducated,Single,Less than $40K,Blue,37,5,1,4,2934.0,2381,553.0,0.762,3396,64,0.778,0.812,0,Low Education,Low Income,7.984462732262196,6.317164686747284,0.5944312076207876
30,M,2,Unknown,Divorced,$120K +,Blue,14,3,2,3,1548.0,0,1548.0,0.828,2611,64,0.455,0.0,0,Unknown,High Income,7.3453648404168685,7.3453648404168685,0.0
40,F,3,High School,Unknown,Less than $40K,Blue,36,5,2,2,5525.0,2409,3116.0,0.929,2305,33,0.941,0.436,0,Low Education,Low Income,8.617219505483362,8.044626279767337,0.36186147062603247
36,F,3,Uneducated,Single,Less than $40K,Blue,36,5,2,4,5750.0,1521,4229.0,0.837,2155,61,0.605,0.265,0,Low Education,Low Income,8.657129031713755,8.349957272040324,0.23507212217948356
56,M,2,College,Married,$120K +,Blue,36,6,3,2,27157.0,1547,25610.0,0.487,1535,38,0.267,0.057,0,Medium Education,High Income,10.20942694125874,10.150777225678416,0.055434706888100586
37,M,3,Doctorate,Single,$80K - $120K,Blue,36,5,2,4,12830.0,0,12830.0,0.774,2526,54,0.588,0.0,0,High Education,Middle Income,9.459619396895018,9.459619396895018,0.0
51,F,4,Unknown,Single,Less than $40K,Blue,41,3,1,3,5530.0,1999,3531.0,1.018,1766,45,0.667,0.361,0,Unknown,Low Income,8.618123909994678,8.16961956172385,0.30821972366932904
36,F,2,Uneducated,Single,Less than $40K,Blue,30,6,2,3,2684.0,1474,1210.0,1.042,2346,51,1.04,0.549,0,Low Education,Low Income,7.895436006942965,7.099201743553092,0.4376095614347316
62,M,1,Graduate,Married,$80K - $120K,Blue,49,3,1,2,2437.0,1400,1037.0,0.779,1651,32,1.0,0.574,0,Medium Education,Middle Income,7.798933310041217,6.945051063725834,0.45362014999521144
31,F,0,Uneducated,Single,Less than $40K,Blue,24,3,2,4,3827.0,1397,2430.0,0.88,2491,64,1.0,0.365,0,Low Education,Low Income,8.250097752572845,7.796057974316123,0.31115442863692305
42,M,4,High School,Single,$120K +,Blue,35,5,2,2,34516.0,1658,32858.0,1.095,2935,65,0.711,0.048,0,Low Education,High Income,10.44920723527944,10.399980958991856,0.04688358589885042
38,M,2,High School,Married,$60K - $80K,Blue,33,6,3,4,5940.0,1101,4839.0,0.942,1872,34,1.125,0.185,0,Low Education,Middle Income,8.689632748355741,8.484669999710677,0.1697427745870945
45,M,3,Graduate,Single,$60K - $80K,Blue,32,2,3,2,13162.0,0,13162.0,0.512,1424,38,0.583,0.0,1,Medium Education,Middle Income,9.485165142425407,9.485165142425407,0.0
50,F,2,Graduate,Married,Less than $40K,Blue,37,3,2,4,1963.0,1357,606.0,0.689,1861,51,0.7,0.691,0,Medium Education,Low Income,7.582738488914411,6.408528791059498,0.5253200699164432
58,M,3,Graduate,Married,$80K - $120K,Blue,54,4,3,3,18713.0,1022,17691.0,0.682,1524,42,0.615,0.055,0,Medium Education,Middle Income,9.837027185835858,9.780867838988218,0.053540766928029816
35,M,2,High School,Married,$80K - $120K,Blue,22,3,1,4,3023.0,1435,1588.0,0.62,1920,34,0.619,0.475,0,Low Education,Middle Income,8.014335737299424,7.370860166536716,0.3886579897917831
58,M,3,High School,Single,$120K +,Blue,53,4,1,2,6103.0,1798,4305.0,0.705,1468,34,0.619,0.295,0,Low Education,High Income,8.716699572964293,8.367764677924308,0.25851069515150105
42,M,5,Graduate,Married,$60K - $80K,Blue,34,3,3,3,10607.0,2517,8090.0,1.197,1903,40,0.538,0.237,0,Medium Education,Middle Income,9.269363712425644,8.99850761180784,0.21268909341035083
32,F,0,College,Single,Less than $40K,Blue,24,3,3,4,2917.0,2517,400.0,0.833,2471,60,0.875,0.863,0,Medium Education,Low Income,7.978653729082731,5.993961427306569,0.6221880916194514
35,M,4,Graduate,Married,$120K +,Blue,30,4,3,4,34516.0,1018,33498.0,1.129,2350,55,0.774,0.029,0,Medium Education,High Income,10.44920723527944,10.419270866621346,0.028587456851912555
51,M,1,Uneducated,Married,$80K - $120K,Blue,42,6,2,2,25197.0,2517,22680.0,0.721,3002,58,0.812,0.1,0,Low Education,Middle Income,10.134519905270576,10.029282848580436,0.09531017980432487
63,M,2,Graduate,Married,Less than $40K,Blue,36,5,2,4,2743.0,1815,928.0,0.567,1210,25,1.273,0.662,0,Medium Education,Low Income,7.917171988845776,6.834108738813838,0.5080216964332565
42,M,2,Unknown,Single,$120K +,Blue,32,5,2,4,4111.0,1233,2878.0,0.478,1289,36,0.5,0.3,0,Unknown,High Income,8.321664807135,7.965198290612176,0.26236426446749106
36,F,0,Uneducated,Single,Unknown,Blue,18,5,3,2,3667.0,948,2719.0,0.641,2781,59,0.844,0.259,0,Low Education,Unknown,8.207401833376355,7.908387159290043,0.2303177550622101
42,M,3,Graduate,Divorced,$40K - $60K,Blue,33,4,2,4,3178.0,1800,1378.0,0.89,4605,86,0.623,0.566,0,Medium Education,Low Income,8.064321960910803,7.229113877793302,0.44852459756861135
37,F,3,Graduate,Unknown,Unknown,Blue,22,2,3,2,5674.0,0,5674.0,0.906,1096,29,0.526,0.0,1,Medium Education,Unknown,8.643825842349603,8.643825842349603,0.0
38,M,2,Graduate,Married,$80K - $120K,Blue,36,5,3,4,11444.0,1278,10166.0,1.31,2493,44,0.913,0.112,0,Medium Education,Middle Income,9.345308232386667,9.226902460275161,0.10616019582839063
29,M,1,High School,Married,$40K - $60K,Blue,36,3,1,3,1438.3,0,1438.3,0.742,2144,41,0.577,0.0,0,Low Education,Low Income,7.271912163268625,7.271912163268625,0.0
54,M,2,Uneducated,Divorced,$40K - $60K,Blue,34,4,3,4,6387.0,1597,4790.0,0.689,1294,26,0.529,0.25,0,Low Education,Low Income,8.762176509334903,8.474494436883122,0.22314355131420976
33,M,2,Graduate,Married,$40K - $60K,Blue,20,4,3,3,5657.0,1792,3865.0,0.904,1914,46,0.769,0.317,0,Medium Education,Low Income,8.640825751861513,8.259975659768276,0.27535642276114397
63,F,0,Uneducated,Married,Unknown,Blue,54,5,3,2,11827.0,0,11827.0,0.921,1395,37,0.609,0.0,0,Low Education,Unknown,9.378224880972368,9.378224880972368,0.0
49,M,2,Post-Graduate,Married,$60K - $80K,Blue,37,5,3,3,2608.0,1589,1019.0,0.982,2073,47,0.516,0.609,0,High Education,Middle Income,7.866722285136729,6.927557906278317,0.47561286801024616
44,F,2,Graduate,Married,Less than $40K,Blue,37,4,5,4,3203.0,2076,1127.0,0.543,1433,38,1.0,0.648,0,Medium Education,Low Income,8.07215530818825,7.028201432058005,0.49956243148727997
33,F,2,College,Single,Unknown,Gold,36,3,1,3,34516.0,1540,32976.0,1.038,2574,72,0.756,0.045,0,Medium Education,Unknown,10.44920723527944,10.403565627755354,0.04401688541677432
57,M,3,Uneducated,Married,$80K - $120K,Blue,38,5,3,3,2472.0,2457,15.0,0.693,1392,33,0.737,0.994,0,Low Education,Middle Income,7.813187267521416,2.772588722239781,0.6901426715396466
52,F,3,Uneducated,Married,Less than $40K,Blue,43,4,3,3,2147.0,1173,974.0,0.653,1352,37,0.37,0.546,0,Low Education,Low Income,7.672292455628756,6.882437470997847,0.4356709501652302
52,F,3,Graduate,Single,Less than $40K,Blue,44,4,1,3,3416.0,2044,1372.0,0.994,1924,48,0.92,0.598,0,Medium Education,Low Income,8.136518252115291,7.224753405767971,0.4687528473440829
39,F,2,Doctorate,Married,Unknown,Blue,36,5,2,4,8058.0,791,7267.0,1.787,2742,42,2.0,0.098,0,High Education,Unknown,8.994544758324512,8.891236429516061,0.09349034308733889
50,F,5,Unknown,Unknown,Unknown,Blue,43,5,1,2,3410.0,2281,1129.0,0.518,1296,31,0.348,0.669,0,Unknown,Unknown,8.134760782418645,7.029972911706386,0.5122246446796981
43,M,3,College,Unknown,$60K - $80K,Blue,37,5,2,3,19044.0,0,19044.0,0.721,1780,44,0.76,0.0,0,Medium Education,Middle Income,9.854559878912704,9.854559878912704,0.0
36,M,2,Post-Graduate,Single,$60K - $80K,Blue,30,4,2,4,1606.0,798,808.0,0.59,2229,45,1.045,0.497,0,High Education,Middle Income,7.382124365737512,6.695798917058491,0.4034631054374913
55,M,4,Graduate,Married,$120K +,Blue,36,4,2,2,24336.0,856,23480.0,0.459,1425,33,0.65,0.035,0,Medium Education,High Income,10.099753105042092,10.063946862472948,0.0344014267173324
30,F,1,Graduate,Single,Less than $40K,Blue,20,5,2,3,5030.0,1327,3703.0,0.803,2523,71,0.775,0.264,0,Medium Education,Low Income,8.523374050491318,8.21716859576607,0.2342812957246657
36,M,3,Unknown,Married,$120K +,Blue,24,6,3,2,24577.0,0,24577.0,0.75,1897,39,0.393,0.0,0,Unknown,High Income,10.109607012844542,10.109607012844542,0.0
26,F,0,High School,Single,Less than $40K,Blue,13,6,3,4,3517.0,1195,2322.0,0.556,2255,48,0.5,0.34,0,Low Education,Low Income,8.165647925297504,7.750614732770409,0.29266961396282004
48,M,3,High School,Single,$40K - $60K,Blue,36,3,2,3,7400.0,636,6764.0,0.972,1568,51,0.5,0.086,0,Low Education,Low Income,8.909370405197466,8.819517540604888,0.08250122151174369
53,F,2,Graduate,Married,$40K - $60K,Blue,36,6,2,4,2956.0,1391,1565.0,0.698,2116,63,0.575,0.471,0,Medium Education,Low Income,7.9919305198524775,7.356279876550748,0.38594244161930047
42,F,5,High School,Married,Unknown,Blue,30,3,1,4,3578.0,0,3578.0,0.759,1015,36,0.44,0.0,1,Low Education,Unknown,8.182838710766026,8.182838710766026,0.0
53,M,2,Graduate,Married,$120K +,Blue,36,1,3,2,12778.0,507,12271.0,0.967,1133,28,0.4,0.04,1,Medium Education,High Income,9.455558477608703,9.415075523607037,0.039220713153281295
58,F,2,Uneducated,Married,Less than $40K,Blue,45,3,3,4,1942.0,1536,406.0,0.615,1371,38,0.407,0.791,0,Low Education,Low Income,7.57198844937744,6.008813185442595,0.5827741230785748
32,M,2,Graduate,Divorced,$80K - $120K,Blue,26,5,1,3,29961.0,789,29172.0,0.833,2337,69,0.605,0.026,0,Medium Education,Middle Income,10.307685191077328,10.280998902962642,0.02566774674857779
48,M,4,Uneducated,Married,$60K - $80K,Silver,35,5,3,4,33791.0,0,33791.0,0.712,1546,41,0.577,0.0,0,Low Education,Middle Income,10.427979367065934,10.427979367065934,0.0
48,M,5,High School,Married,$40K - $60K,Silver,34,5,0,2,17657.0,2018,15639.0,0.55,1682,39,0.95,0.114,0,Low Education,Low Income,9.778944217461527,9.657587014099303,0.10795714150509228
54,M,1,College,Married,$120K +,Blue,44,4,3,2,2821.0,2415,406.0,0.441,1419,36,0.8,0.856,0,Medium Education,High Income,7.945201132412759,6.008813185442595,0.6184236343640088
59,M,0,High School,Married,Less than $40K,Blue,47,6,3,4,1479.0,787,692.0,0.865,2139,70,0.556,0.532,0,Low Education,Low Income,7.299797366758161,6.541029999189903,0.4265740713183996
35,M,2,Graduate,Married,$60K - $80K,Blue,36,3,3,2,1438.3,0,1438.3,1.623,2492,55,0.897,0.0,0,Medium Education,Middle Income,7.271912163268625,7.271912163268625,0.0
37,M,4,Post-Graduate,Married,$40K - $60K,Blue,27,5,1,4,6859.0,1766,5093.0,1.186,3045,56,0.697,0.257,0,High Education,Low Income,8.83346272071993,8.535818655539403,0.22872792960811036
36,M,3,High School,Divorced,$120K +,Blue,36,3,2,3,3404.0,1568,1836.0,1.055,2406,65,0.857,0.461,0,Low Education,High Income,8.133000218583613,7.515889085215125,0.37912113276856246
26,M,0,Uneducated,Single,$40K - $60K,Blue,15,4,1,3,2158.0,1695,463.0,0.766,1833,27,0.588,0.785,0,Low Education,Low Income,7.677400430514807,6.139884552226255,0.5794184152316024
35,F,3,Graduate,Single,Less than $40K,Blue,22,1,2,1,1890.0,666,1224.0,0.691,1483,36,0.5,0.352,1,Medium Education,Low Income,7.544861068658458,7.110696122978827,0.30158497762077235
40,M,1,Post-Graduate,Married,$60K - $80K,Blue,36,6,3,4,18386.0,890,17496.0,0.361,1698,43,0.483,0.048,1,High Education,Middle Income,9.819399172153842,9.76978471664462,0.04688358589885042
55,F,2,Unknown,Married,Unknown,Blue,36,5,5,4,3602.0,2013,1589.0,0.839,1935,47,1.474,0.559,0,Unknown,Unknown,8.189522110748094,7.371489295214277,0.4440445900756395
39,M,1,Unknown,Divorced,$80K - $120K,Blue,34,6,1,3,3766.0,1049,2717.0,0.666,1514,51,0.645,0.279,0,Unknown,Middle Income,8.23403420769204,7.907651594711089,0.24607852259670565
39,F,2,Graduate,Married,Less than $40K,Blue,32,4,2,4,5634.0,2057,3577.0,1.399,2905,63,0.969,0.365,0,Medium Education,Low Income,8.636752426473876,8.182559264068665,0.31115442863692305
46,F,2,Unknown,Single,$40K - $60K,Blue,29,4,2,4,3126.0,2517,609.0,1.235,1638,41,0.519,0.805,0,Unknown,Low Income,8.047829357457841,6.413458957167357,0.5905605917848443
49,M,2,High School,Unknown,$60K - $80K,Blue,42,6,1,2,3017.0,786,2231.0,1.081,1640,37,0.762,0.261,0,Low Education,Middle Income,8.012349639327795,7.710653323501202,0.23190505698278252
